plateifu,issue,expected_size_px,band_shapes,stale_bands,missing_bands
8466-12701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8466-12701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8466-6103,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
8466-6103,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
8481-6104,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8481-6104,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8483-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8483-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8485-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8485-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8485-6101,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8485-6101,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8487-12701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8487-12701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8546-12701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8546-12701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8546-12702,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8546-12702,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8546-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8546-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8548-3704,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","u,r,i",
8548-3704,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","u,r,i",
8551-3702,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8551-3702,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8554-3701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8554-3701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8555-12701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8555-12701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8564-1902,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8564-1902,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8567-6101,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","u,r,i",
8567-6101,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","u,r,i",
8567-6104,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8567-6104,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8568-12701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8568-12701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8568-1902,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
8568-1902,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
8588-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8588-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8589-1902,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8589-1902,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8589-3701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8589-3701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8591-6101,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8591-6101,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8593-1901,missing_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': None, 'i': (128, 128), 'z': (128, 128)}","u,g,i,z",r
8593-1901,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': None, 'i': (128, 128), 'z': (128, 128)}","u,g,i,z",r
8593-1901,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': None, 'i': (128, 128), 'z': (128, 128)}","u,g,i,z",r
8596-1901,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8596-1901,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8596-1902,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (196, 196), 'z': (128, 128)}","u,g,r,z",
8596-1902,mixed_band_shapes,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (196, 196), 'z': (128, 128)}","u,g,r,z",
8600-9102,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8600-9102,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8601-6103,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8601-6103,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8609-12705,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8609-12705,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8609-6102,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8609-6102,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8610-3703,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","r,i",
8610-3703,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","r,i",
8610-9102,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8610-9102,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8614-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8614-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8614-6104,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8614-6104,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8619-3704,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8619-3704,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8621-12703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8621-12703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8622-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8622-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8625-12701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (196, 196), 'i': (128, 128), 'z': (128, 128)}","u,g,i,z",
8625-12701,mixed_band_shapes,196,"{'u': (128, 128), 'g': (128, 128), 'r': (196, 196), 'i': (128, 128), 'z': (128, 128)}","u,g,i,z",
8625-6102,stale_bands,196,"{'u': (196, 196), 'g': (128, 128), 'r': (196, 196), 'i': (196, 196), 'z': (128, 128)}","g,z",
8625-6102,mixed_band_shapes,196,"{'u': (196, 196), 'g': (128, 128), 'r': (196, 196), 'i': (196, 196), 'z': (128, 128)}","g,z",
8651-3704,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","r,i",
8651-3704,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","r,i",
8655-12704,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
8655-12704,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
8710-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8710-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8715-12702,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8715-12702,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8717-12702,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8717-12702,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8717-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8717-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8719-12704,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8719-12704,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8719-6103,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8719-6103,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8720-3704,missing_bands,196,"{'u': None, 'g': None, 'r': (128, 128), 'i': (128, 128), 'z': None}","r,i","u,g,z"
8720-3704,stale_bands,196,"{'u': None, 'g': None, 'r': (128, 128), 'i': (128, 128), 'z': None}","r,i","u,g,z"
8720-3704,size_mismatch_metadata,196,"{'u': None, 'g': None, 'r': (128, 128), 'i': (128, 128), 'z': None}","r,i","u,g,z"
8721-6103,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8721-6103,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8725-6101,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8725-6101,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8726-12701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8726-12701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8934-12703,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (196, 196), 'i': (128, 128), 'z': (196, 196)}",i,
8934-12703,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (196, 196), 'i': (128, 128), 'z': (196, 196)}",i,
8935-3702,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8935-3702,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8936-6104,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8936-6104,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8937-3703,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8937-3703,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8937-6103,missing_bands,196,"{'u': None, 'g': None, 'r': None, 'i': None, 'z': None}",,"u,g,r,i,z"
8938-6102,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8938-6102,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8938-9102,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8938-9102,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8939-9101,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8939-9101,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8941-3704,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8941-3704,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8941-9102,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8941-9102,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8947-3704,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8947-3704,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8952-3702,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8952-3702,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8977-6104,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8977-6104,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8979-9101,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","u,r,i",
8979-9101,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","u,r,i",
8981-6104,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8981-6104,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8982-1901,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8982-1901,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8985-12704,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","u,r,i",
8985-12704,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (196, 196)}","u,r,i",
8986-12704,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8986-12704,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8989-6101,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8989-6101,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8990-6102,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
8990-6102,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
8991-12704,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8991-12704,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8991-6101,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8991-6101,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8993-1902,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8993-1902,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
8998-3701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
8998-3701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9001-6104,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
9001-6104,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
9025-1902,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
9025-1902,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
9025-9101,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9025-9101,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9026-12702,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9026-12702,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9026-6104,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9026-6104,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9028-6103,stale_bands,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
9028-6103,mixed_band_shapes,196,"{'u': (196, 196), 'g': (196, 196), 'r': (128, 128), 'i': (196, 196), 'z': (196, 196)}",r,
9029-12705,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9029-12705,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9029-1901,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9029-1901,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9029-3701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9029-3701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9031-12701,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9031-12701,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9032-3701,stale_bands,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
9032-3701,mixed_band_shapes,196,"{'u': (128, 128), 'g': (196, 196), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,r,i,z",
9035-6102,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9035-6102,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9035-6104,stale_bands,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
9035-6104,size_mismatch_metadata,196,"{'u': (128, 128), 'g': (128, 128), 'r': (128, 128), 'i': (128, 128), 'z': (128, 128)}","u,g,r,i,z",
